,AC.MX,AEROMEX.MX,ALFAA.MX,ALPEKA.MX,ALSEA.MX,AMXB.MX,ASURB.MX,AUTLANB.MX,BACHOCOB.MX,BBAJIOO.MX,BIMBOA.MX,BOLSAA.MX,CEMEXCPO.MX,CHDRAUIB.MX,CTALPEKA.MX,CUERVO.MX,DANHOS13.MX,FEMSAUBD.MX,FIBRAMQ12.MX,FIBRAPL14.MX,FUNO11.MX,GAPB.MX,GCARSOA1.MX,GCC.MX,GENTERA.MX,GFINBURO.MX,GFNORTEO.MX,GMEXICOB.MX,GRUMAB.MX,KIMBERA.MX,KOFUBL.MX,LABB.MX,LACOMERUBC.MX,MEGACPO.MX,OMAB.MX,ORBIA.MX,PE&OLES.MX,PINFRAP.MX,Q.MX,RA.MX,SITES1A-1.MX,TLEVISACPO.MX,VESTA.MX,VOLARA.MX,WALMEX.MX
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-0.003059050345589398,0.0,-0.032394366007775344,-0.003194955159987134,0.0089948014123864,-0.013358812373935547,-0.008578668823025604,-0.021385800596564475,,-0.01625732673245117,-0.02655471769311324,-0.03351959550762584,-0.026902388604815086,-0.0106279853413358,,-0.018267441964135323,-0.0009346008467382427,-0.01393556716807609,0.018160153663869805,-0.031908113235292856,-0.010515923276862127,-0.026261897477650065,-0.03560127669160529,-0.01547147812244598,-0.02824857071119924,-0.02135159191002245,-0.030733552083157534,-0.03701727257847176,-0.009822085167523809,-0.013031837263725476,-0.01349809676786018,-0.010445713910663068,-0.03710571126325746,-0.02960695493384069,-0.028077767266437514,-0.034803336339958024,-0.0467466604196316,,-0.0337559504289483,-0.020667697629565995,-0.05416661391461819,-0.027097745380719962,-0.005904608200287709,-0.01433226459683945,-0.02866683490704347
2,-0.007342565403066659,0.0,-0.01819507198559034,-0.0416666218899292,-0.022364726142892977,-0.0012895331593562043,-0.01504396745515324,-0.029720210785373236,,-0.0022855320969413784,0.0010627234361397786,-0.009826669508393726,0.0,-0.012500058293596239,,-0.009603778671987584,-0.010757696504422043,-0.008792464899641583,-0.0029240783255098934,-0.002735798734062267,-0.022251786592373146,0.001999193999939086,-0.009340052786715014,-0.011619510707050695,0.005813915796872626,-0.012820472439291297,0.006562355384256202,-0.01733136759255971,-0.014009652875789924,0.011317604483881194,-0.013682888834012807,-0.00844467001823912,-0.010597332371959256,-0.0028933314934944665,-0.005906400624771546,-0.019543156162547093,-0.03480466945370231,,-0.013493503222437253,-0.00025577855640546154,-0.003964779538808694,-0.029649565954922186,-0.025738689417428517,-0.02313287368290673,0.0037248686489199656
3,-0.001159186457586836,0.0,0.015567136207788046,0.011705690976421934,0.005919084950986253,-0.0058101699567141285,0.018897330545867508,-0.009909964555965156,,0.03841410229384645,0.042113965214595206,0.004378328862715053,0.027646135690584606,0.012658287626828635,,0.010908959265327312,0.0018912962765396113,-0.008684763390535588,-0.005864992950466608,0.002873874476218674,0.017663043748452623,-0.00217020129658263,0.025871239949296854,0.038324086578749084,0.06447313373482366,0.05490995302667723,0.038691239900302765,0.028829792003260968,0.0653928825776815,0.005595691728314867,-0.008362473325829733,0.017743156360048973,0.03310612633329635,0.007385894631657175,-0.004059076528672767,-0.017686616291670787,0.0057765846394051135,,0.002435795406554364,0.03230350786036906,-0.015479833177036606,-0.022222181888385983,0.013131097731146735,0.009472283210563148,-0.007422204263601628
4,-0.009615912050553455,0.0,-0.021167876445788325,0.0066115506188186846,-0.004134867270261022,-0.001948020510729509,-0.002026341232607254,0.021838014205322054,,0.012048177172846453,-0.025243367539065642,0.00029059543564802226,0.003843250902383355,-0.011230519331341449,,0.00719419799258425,0.008494587099536766,0.012508806210865142,0.006489572401001231,0.000911881727724051,0.008010686038792292,0.009260617739978994,0.004157563701615574,-0.01416535896969573,-0.003341684290785518,0.0,-0.023288562165041937,0.009450547248083474,-0.026765264711868242,-0.0124537455260475,-0.008498424983085062,0.001394568977150401,-0.021206420088876077,0.01440192408813279,0.005138777917927939,0.022863652434543136,0.023278035078550197,,0.01632395042530166,-0.021316133351304,0.05256057355835275,-0.013257697695769122,0.008023519395920609,0.030160844970780643,0.008196704473087735
5,-0.01009990599054189,0.0,-0.011931424958489756,-0.0024631059107227404,-0.012615711687379738,-0.008458090103779625,-0.01692701304690991,-0.002671392181127108,,-0.0169349150212853,-0.019509836611899534,-0.027019079544155278,0.014548205688819316,-0.006419792414083081,,-0.007440355228277906,0.0,0.002961247559768232,-0.003516920459847306,-0.013534674245126,-0.008278132108279768,-0.05109136587345897,-0.04924819142969328,-0.01598772350597566,-0.01844092719204382,-0.04211660880371082,-0.011471493466122418,-0.0434357456975798,-0.023374514833318427,-0.019586866707305473,0.00810963547561494,-0.01671305846903215,-0.015166085193375034,-0.010067319505637107,-0.05288828875149176,-0.018999728633166013,-0.0252146987858628,,-0.0032491325705733543,-0.01880456767514682,-0.032863793718852174,-0.04030708139308392,-0.0016837686708784938,-0.03968768127645683,-0.03380404869775311
6,0.0021984558649719155,0.0,0.0,-0.013168686122765672,-0.006631137429250589,0.0026246940778893446,0.012434423462213129,-0.040178555082909684,,-0.006993004263052605,-0.003553335285053416,-0.007464905698159607,0.008301871914409453,-0.002286152737539404,,0.0014993436541848038,0.006083254827390361,0.006873974381322867,0.006176427047634991,0.006332480793219464,-0.002671098472142641,0.007691663663100146,0.009511750540471597,-0.010231971115442384,-0.00896673745248422,0.0060879268192779445,0.00735164190284765,-0.01524972321751894,-0.003257761326737829,0.022167533767485148,0.0070635120046820266,-0.023371074993610685,-0.005377673587412923,-0.015384618837648745,-0.0008066320300892382,-0.0017089539233253737,0.0032715376226826187,,-0.011316831694030194,-0.0005808084806655511,0.008384815811737445,-0.022000012999384366,-0.007819719820375881,-0.002032566814382797,0.026129370281988695
7,0.01513027442747017,0.0,0.003773603668639769,-0.002502057749947162,-0.0008140612087900179,0.018324633078224073,-0.0021024810002737704,0.00372092668400259,,0.011336307687630498,0.006894204454217734,0.007521049624356513,-0.008233518300077236,0.0018929053449052713,,-0.013772569437907833,0.0004651269247366585,0.0016953065872189477,-0.0026308449827935343,-0.003932921003240053,0.0076999918334013095,-0.01290335430172107,-0.00022700443337642096,0.0077403163725591195,-0.0012924937733816977,0.0049305776893124875,-0.006031362977043098,-0.018259585341330986,0.006472291516434581,0.01285148018205362,-0.013638130846462149,0.010877334064305577,0.017203284681902797,0.004766977284596408,-0.00645798143002263,0.011412311971064515,-0.018652144722316577,,0.002923805536922064,0.008006170149680747,-0.023632427013399515,-0.02965232649818128,-0.0006181566387464255,0.008825534180646688,0.005898451772013091
8,0.004931286690580183,0.0,-0.0022556359130834203,0.0016721957980523339,0.008473210056652247,0.010282799556777134,-0.011348007933428272,0.01853566357481151,,0.009171146247184625,0.009325871497320781,0.005374601674455359,-0.002264153450319273,0.008751060017978318,,-0.027929565436233705,-0.0009298213645214659,0.0026530099579504807,-0.003809944809140209,-0.00816000021293728,-0.012624587431571355,-0.00997907787938257,-0.01436359084250216,-0.018403064529252777,0.006471079230174759,0.0035681626994050752,0.0012135736925888985,0.01271330252476588,0.0003536092182101491,-0.011102309572118219,0.033710873487494464,0.016499280369590252,-0.033583047773808716,0.03716401010127823,-0.008562469482421897,-0.005923810435913945,-0.002259579772515563,,0.013087739572851032,-0.0057008274363373745,0.008964629530197277,-0.005268830483790898,0.00773156044776413,-0.03701206256848122,0.015160167449464801
9,0.013453154528419109,0.0,-0.0022607353088360815,0.0008347420955585605,-0.009694612044128914,0.012722627866305958,-0.012533155454383937,-0.002729730081526549,,0.0028610230373824486,-0.008888982095654807,0.00683109854783992,-0.012859294230448515,-0.0042389431281495416,,0.0015614985010019566,-0.002791971455626596,-0.006797383076243668,0.0002941450256064293,0.01618889914969701,-0.010767145226153296,0.009335775455634021,-0.024249745007191015,-0.001102814236379701,-0.003429058035476551,-0.005555501768964133,-6.057276870263806e-05,0.008717868051955069,0.004371381750122971,-0.0005346376097924432,-0.00770711810288538,0.010585847698887374,0.018500035793218572,0.008894539270871693,-0.004664978064589653,-0.025539202128609606,-0.007548832021666896,,-0.0017756163056478202,0.0023192355028962552,-0.01954693588862466,0.011652605237765234,0.012275634099051302,0.012578570665498612,-0.005776294461428022
